id   ,name
1000 ,Alabama
1001 ,Autauga
1003 ,Baldwin
1005 ,Barbour
1007 ,Bibb
1009 ,Blount
1011 ,Bullock
1013 ,Butler
1015 ,Calhoun
1017 ,Chambers
1019 ,Cherokee
1021 ,Chilton
1023 ,Choctaw
1025 ,Clarke
1027 ,Clay
1029 ,Cleburne
1031 ,Coffee
1033 ,Colbert
1035 ,Conecuh
1037 ,Coosa
1039 ,Covington
1041 ,Crenshaw
1043 ,Cullman
1045 ,Dale
1047 ,Dallas
1049 ,De Kalb
1051 ,Elmore
1053 ,Escambia
1055 ,Etowah
1057 ,Fayette
1059 ,Franklin
1061 ,Geneva
1063 ,Greene
1065 ,Hale
1067 ,Henry
1069 ,Houston
1071 ,Jackson
1073 ,Jefferson
1075 ,Lamar
1077 ,Lauderdale
1079 ,Lawrence
1081 ,Lee
1083 ,Limestone
1085 ,Lowndes
1087 ,Macon
1089 ,Madison
1091 ,Marengo
1093 ,Marion
1095 ,Marshall
1097 ,Mobile
1099 ,Monroe
1101 ,Montgomery
1103 ,Morgan
1105 ,Perry
1107 ,Pickens
1109 ,Pike
1111 ,Randolph
1113 ,Russell
1115 ,St. Clair
1117 ,Shelby
1119 ,Sumter
1121 ,Talladega
1123 ,Tallapoosa
1125 ,Tuscaloosa
1127 ,Walker
1129 ,Washington
1131 ,Wilcox
1133 ,Winston
2000 ,Alaska
2013 ,Aleutians East
2016 ,Aleutians West
2020 ,Anchorage
2050 ,Bethel
2060 ,Bristol Bay
2068 ,Denali
2070 ,Dillingham
2090 ,Fairbanks North Star
2100 ,Haines
2110 ,Juneau
2122 ,Kenai Peninsula
2130 ,Ketchikan Gateway
2150 ,Kodiak Island
2164 ,Lake and Peninsula
2170 ,Matanuska-Susitna
2180 ,Nome
2185 ,North Slope
2188 ,Northwest Arctic
2201 ,Prince of Wales-Outer Ketchikan
2220 ,Sitka
2232 ,Skagway-Hoonah-Angoon
2240 ,Southeast Fairbanks
2261 ,Valdez-Cordova
2270 ,Wade Hampton
2280 ,Wrangell-Petersburg
2282 ,Yakutat
2290 ,Yukon-Koyukuk
4000 ,Arizona
4001 ,Apache
4003 ,Cochise
4005 ,Coconino
4007 ,Gila
4009 ,Graham
4011 ,Greenlee
4012 ,La Paz
4013 ,Maricopa
4015 ,Mohave
4017 ,Navajo
4019 ,Pima
4021 ,Pinal
4023 ,Santa Cruz
4025 ,Yavapai
4027 ,Yuma
5000 ,Arkansas
5001 ,Arkansas
5003 ,Ashley
5005 ,Baxter
5007 ,Benton
5009 ,Boone
5011 ,Bradley
5013 ,Calhoun
5015 ,Carroll
5017 ,Chicot
5019 ,Clark
5021 ,Clay
5023 ,Cleburne
5025 ,Cleveland
5027 ,Columbia
5029 ,Conway
5031 ,Craighead
5033 ,Crawford
5035 ,Crittenden
5037 ,Cross
5039 ,Dallas
5041 ,Desha
5043 ,Drew
5045 ,Faulkner
5047 ,Franklin
5049 ,Fulton
5051 ,Garland
5053 ,Grant
5055 ,Greene
5057 ,Hempstead
5059 ,Hot Spring
5061 ,Howard
5063 ,Independence
5065 ,Izard
5067 ,Jackson
5069 ,Jefferson
5071 ,Johnson
5073 ,Lafayette
5075 ,Lawrence
5077 ,Lee
5079 ,Lincoln
5081 ,Little River
5083 ,Logan
5085 ,Lonoke
5087 ,Madison
5089 ,Marion
5091 ,Miller
5093 ,Mississippi
5095 ,Monroe
5097 ,Montgomery
5099 ,Nevada
5101 ,Newton
5103 ,Ouachita
5105 ,Perry
5107 ,Phillips
5109 ,Pike
5111 ,Poinsett
5113 ,Polk
5115 ,Pope
5117 ,Prairie
5119 ,Pulaski
5121 ,Randolph
5123 ,St. Francis
5125 ,Saline
5127 ,Scott
5129 ,Searcy
5131 ,Sebastian
5133 ,Sevier
5135 ,Sharp
5137 ,Stone
5139 ,Union
5141 ,Van Buren
5143 ,Washington
5145 ,White
5147 ,Woodruff
5149 ,Yell
6000 ,California
6001 ,Alameda
6003 ,Alpine
6005 ,Amador
6007 ,Butte
6009 ,Calaveras
6011 ,Colusa
6013 ,Contra Costa
6015 ,Del Norte
6017 ,El Dorado
6019 ,Fresno
6021 ,Glenn
6023 ,Humboldt
6025 ,Imperial
6027 ,Inyo
6029 ,Kern
6031 ,Kings
6033 ,Lake
6035 ,Lassen
6037 ,Los Angeles
6039 ,Madera
6041 ,Marin
6043 ,Mariposa
6045 ,Mendocino
6047 ,Merced
6049 ,Modoc
6051 ,Mono
6053 ,Monterey
6055 ,Napa
6057 ,Nevada
6059 ,Orange
6061 ,Placer
6063 ,Plumas
6065 ,Riverside
6067 ,Sacramento
6069 ,San Benito
6071 ,San Bernardino
6073 ,San Diego
6075 ,San Francisco
6077 ,San Joaquin
6079 ,San Luis Obispo
6081 ,San Mateo
6083 ,Santa Barbara
6085 ,Santa Clara
6087 ,Santa Cruz
6089 ,Shasta
6091 ,Sierra
6093 ,Siskiyou
6095 ,Solano
6097 ,Sonoma
6099 ,Stanislaus
6101 ,Sutter
6103 ,Tehama
6105 ,Trinity
6107 ,Tulare
6109 ,Tuolumne
6111 ,Ventura
6113 ,Yolo
6115 ,Yuba
8000 ,Colorado
8001 ,Adams
8003 ,Alamosa
8005 ,Arapahoe
8007 ,Archuleta
8009 ,Baca
8011 ,Bent
8013 ,Boulder
8015 ,Chaffee
8017 ,Cheyenne
8019 ,Clear Creek
8021 ,Conejos
8023 ,Costilla
8025 ,Crowley
8027 ,Custer
8029 ,Delta
8031 ,Denver
8033 ,Dolores
8035 ,Douglas
8037 ,Eagle
8039 ,Elbert
8041 ,El Paso
8043 ,Fremont
8045 ,Garfield
8047 ,Gilpin
8049 ,Grand
8051 ,Gunnison
8053 ,Hinsdale
8055 ,Huerfano
8057 ,Jackson
8059 ,Jefferson
8061 ,Kiowa
8063 ,Kit Carson
8065 ,Lake
8067 ,La Plata
8069 ,Larimer
8071 ,Las Animas
8073 ,Lincoln
8075 ,Logan
8077 ,Mesa
8079 ,Mineral
8081 ,Moffat
8083 ,Montezuma
8085 ,Montrose
8087 ,Morgan
8089 ,Otero
8091 ,Ouray
8093 ,Park
8095 ,Phillips
8097 ,Pitkin
8099 ,Prowers
8101 ,Pueblo
8103 ,Rio Blanco
8105 ,Rio Grande
8107 ,Routt
8109 ,Saguache
8111 ,San Juan
8113 ,San Miguel
8115 ,Sedgwick
8117 ,Summit
8119 ,Teller
8121 ,Washington
8123 ,Weld
8125 ,Yuma
9000 ,Connecticut
